CI ID,Name,Alias,Approval group,Managed by,Support group,Manufacturer/Vendor,Short Description,Assigned to,Business criticality,Class,Comments,Consumer type,Created by,Domain,Managed By Group,Parent,Problem Manager Group,Problem Owner Group,Product Owner Executive,Product Owner,Revenue Impact,Service Executive ,Service Owner,Service Team,Supported by,Updated by,Text,n_tokens,index
CI000539563,Mobile Guest Services,Guest Services,Application-Business-Process-Help-Desk-APPRV,Yazir Soriano,Application-Business-Process-Help-Desk-Support,,"Mobile Guest Services is a web-based console application to facilitate hotel associates to manage hotel guest using ACP GUI and provide Mobile guest service like check-in/check-out, Service request/chat, Mobile Key and room upgrade requests which are interfaced through web services. 

================================================================
EAA Master ID = 
Original 70 = No
Original 70 ID = 
Top 25 = No
Revenue Generating = No
Business Domain = Mobile
APS-Config-TM = Robert Campbell
B2B Status = Completed
Simple Dependency Status = Completed
Service Map Status = NA
Validated = 20211101
VBy = BUILD TEAM (L3 TEAM)
My Status = Jesse Lopez",,Tier 2,Business Service,,,rthomas@runbox.com,global,,Mobile Guest Services,ProblemManager_APS-PROB,,,,,James Scholefield,Yazir Soriano,Application Production Support,Robert Campbell,admin,CI ID: CI000539563; Name: Mobile Guest Services; Alias: Guest Services; Approval group: Application-Business-Process-Help-Desk-APPRV; Managed by: Yazir Soriano; Support group: Application-Business-Process-Help-Desk-Support; Manufacturer/Vendor: ; Short Description: Mobile Guest Services is a web-based console application to facilitate hotel associates to manage ho; Assigned to: ; Business criticality: Tier 2; Class: Business Service; Comments: ; Consumer type: ; Created by: rthomas@runbox.com; Domain: global; Managed By Group: ; Parent: Mobile Guest Services; Problem Manager Group: ProblemManager_APS-PROB; Problem Owner Group: ; Product Owner Executive: ; Product Owner: ; Revenue Impact: ; Service Executive : James Scholefield; Service Owner: Yazir Soriano; Service Team: Application Production Support; Supported by: Robert Campbell; Updated by: admin,197,961
CI000007766,MobileCoach,,mhubHR-ITMarriott-APPRV,Scott Wistner,mhubHR-ITMarriott-Support,,Mobile text messages and reminders up to 90 days after a learning course has been completed.,,3 - less critical,Business Service,,,kabinaya,global,,,,GT-HR-PROB,,,,Naveen Manga,Scott Wistner,,,cspha088,CI ID: CI000007766; Name: MobileCoach; Alias: ; Approval group: mhubHR-ITMarriott-APPRV; Managed by: Scott Wistner; Support group: mhubHR-ITMarriott-Support; Manufacturer/Vendor: ; Short Description: Mobile text messages and reminders up to 90 days after a learning course has been completed.; Assigned to: ; Business criticality: 3 - less critical; Class: Business Service; Comments: ; Consumer type: ; Created by: kabinaya; Domain: global; Managed By Group: ; Parent: ; Problem Manager Group: ; Problem Owner Group: GT-HR-PROB; Product Owner Executive: ; Product Owner: ; Revenue Impact: ; Service Executive : Naveen Manga; Service Owner: Scott Wistner; Service Team: ; Supported by: ; Updated by: cspha088,182,962
BSN0001451,modelizeIT,modelit,ICD-Enterprise-Systems-APPRV,Lakeisha Alston,ICD-Enterprise-Systems-Support,,,,Tier 2,Business Service,,Internal,ijess202,global,,,,ICD-Enterprise-Systems-PROB,,,,Adnan Haq,FNU Danniel Greendige Philips,,,snair009,CI ID: BSN0001451; Name: modelizeIT; Alias: modelit; Approval group: ICD-Enterprise-Systems-APPRV; Managed by: Lakeisha Alston; Support group: ICD-Enterprise-Systems-Support; Manufacturer/Vendor: ; Short Description: ; Assigned to: ; Business criticality: Tier 2; Class: Business Service; Comments: ; Consumer type: Internal; Created by: ijess202; Domain: global; Managed By Group: ; Parent: ; Problem Manager Group: ; Problem Owner Group: ICD-Enterprise-Systems-PROB; Product Owner Executive: ; Product Owner: ; Revenue Impact: ; Service Executive : Adnan Haq; Service Owner: FNU Danniel Greendige Philips; Service Team: ; Supported by: ; Updated by: snair009,173,963
BSN0001449,modelizeIT - non-prod,modelit,ICD-Enterprise-Systems-APPRV,Lakeisha Alston,ICD-Enterprise-Systems-Support,,,,Tier 2,Business Service,,Internal,ezhai301,global,,,,ICD-Enterprise-Systems-PROB,,,,Adnan Haq,FNU Danniel Greendige Philips,,,snair009,CI ID: BSN0001449; Name: modelizeIT - non-prod; Alias: modelit; Approval group: ICD-Enterprise-Systems-APPRV; Managed by: Lakeisha Alston; Support group: ICD-Enterprise-Systems-Support; Manufacturer/Vendor: ; Short Description: ; Assigned to: ; Business criticality: Tier 2; Class: Business Service; Comments: ; Consumer type: Internal; Created by: ezhai301; Domain: global; Managed By Group: ; Parent: ; Problem Manager Group: ; Problem Owner Group: ICD-Enterprise-Systems-PROB; Product Owner Executive: ; Product Owner: ; Revenue Impact: ; Service Executive : Adnan Haq; Service Owner: FNU Danniel Greendige Philips; Service Team: ; Supported by: ; Updated by: snair009,178,964
CI053865350,Modern Data Platform,MDP,Incident-Mgmt-Consumer-Analytics-L2-APPRV,Peter Gullo,CDP-Infra-Support-Cloud-Data-Platform-Support-AMER,,"The Modern Data Platform provides quality data, advanced analytics, and automation so as to personalize the guest journey to deliver a differentiated experience that deepens and expands engagement.  Guide development of products, services, and partnerships to inspire and reward loyalty and increase share of wallet.  Reach existing and convert new guests, while increasing the frequency of engagement with our existing customer base while protecting our customers' privacy and secure our data.

Read more....  
https://confluence.marriott.com/display/IM/MDP+-+Modern+%28Cloud%29+Data+Platform
========================================================================================================
EAA Master ID = 300
Original 70 = Yes
Original 70 ID = 11
Top 25 = Yes
Business Domain = Data & Personalization
Service Map Status = Waiting on Customer
",,Tier 2,Business Service,MAP,,ezhai301,global,L3-MDP-Application-Operations,Modern Data Platform,ProblemManager_APS-PROB,DataWarehouseApps-PROB,,,,David De Seve,Pavan Kadigari,Application Production Support,Robert Campbell,rcamp253,"CI ID: CI053865350; Name: Modern Data Platform; Alias: MDP; Approval group: Incident-Mgmt-Consumer-Analytics-L2-APPRV; Managed by: Peter Gullo; Support group: CDP-Infra-Support-Cloud-Data-Platform-Support-AMER; Manufacturer/Vendor: ; Short Description: The Modern Data Platform provides quality data, advanced analytics, and automation so as to personal; Assigned to: ; Business criticality: Tier 2; Class: Business Service; Comments: MAP; Consumer type: ; Created by: ezhai301; Domain: global; Managed By Group: L3-MDP-Application-Operations; Parent: Modern Data Platform; Problem Manager Group: ProblemManager_APS-PROB; Problem Owner Group: DataWarehouseApps-PROB; Product Owner Executive: ; Product Owner: ; Revenue Impact: ; Service Executive : David De Seve; Service Owner: Pavan Kadigari; Service Team: Application Production Support; Supported by: Robert Campbell; Updated by: rcamp253",219,965
CI054492893,Modern Data Platform - Data Stores,"DO NOT USE, Snowflake",Incident-Mgmt-Consumer-Analytics-L2-APPRV,Peter Gullo,CDP-Infra-Support-Cloud-Data-Platform-Support-AMER,Snowflake,"Snowflake, Tableau


it is hosted by 3rd party application so Simple Dependency is NA
========================================================================================================
EAA Master ID = 300
Original 70 = No
Original 70 ID = 11
Top 25 = Yes
Revenue Generating = No
Business Domain = Data & Personalization",,Tier 2,Business Service,MAP,,ezhai301,global,,,ProblemManager_APS-PROB,DataWarehouseApps-PROB,,,,David De Seve,Pavan Kadigari,Application Production Support,Robert Campbell,rcamp253,"CI ID: CI054492893; Name: Modern Data Platform - Data Stores; Alias: DO NOT USE, Snowflake; Approval group: Incident-Mgmt-Consumer-Analytics-L2-APPRV; Managed by: Peter Gullo; Support group: CDP-Infra-Support-Cloud-Data-Platform-Support-AMER; Manufacturer/Vendor: Snowflake; Short Description: Snowflake, Tableau


it is hosted by 3rd party application so Simple Dependency is NA
==============; Assigned to: ; Business criticality: Tier 2; Class: Business Service; Comments: MAP; Consumer type: ; Created by: ezhai301; Domain: global; Managed By Group: ; Parent: ; Problem Manager Group: ProblemManager_APS-PROB; Problem Owner Group: DataWarehouseApps-PROB; Product Owner Executive: ; Product Owner: ; Revenue Impact: ; Service Executive : David De Seve; Service Owner: Pavan Kadigari; Service Team: Application Production Support; Supported by: Robert Campbell; Updated by: rcamp253",222,966
CI054492898,Modern Data Platform - Event Hub,Enterprise Event Hub,Incident-Mgmt-Consumer-Analytics-L2-APPRV,Ranjith Kp,ICD-Public-Cloud-Platform,,"Event Hub
Service to enable the capture, persistence and publication of data streams and events for downstream consumers.
Characteristics
• Data is organized into topics
• Scalable to support thousands of topics and millions of
messages/events
• Low latency publication of events and transactions
• Can expose a topic to multiple consumers
• Ability to persist event history for some period of time to enable
consumers to ""replay""/reprocess events
• Topic publication and subscriptions are managed through a Topic
Registry and can be public or private
• Has ability to validate message structures through Schema Registry

Read more ....... 
MDP Server Details - https://confluence.marriott.com/x/6WxbCg
Artifacts https://confluence.marriott.com/display/DPET/03.+DPET+-+Project+Documents.
========================================================================================================
EAA Master ID = 300
Original 70 = No
Original 70 ID = 11
Top 25 = Yes

Business Domain = Data & Personalization
APS-Config-TM = Robert Campbell
Service Map Status = NA
Validated = 
VBy = CDP-Infra-Support-Cloud-Data-Platform-Support-AMER",,Tier 2,Business Service,CI updated as per: RITM002938345,,ezhai301,global,,Modern Data Platform - Event Hub,ProblemManager_APS-PROB,DataWarehouseApps-PROB,,,Revenue Generating,Grace Chorey,Grace Chorey,Application Production Support,Robert Campbell,rcamp253,"CI ID: CI054492898; Name: Modern Data Platform - Event Hub; Alias: Enterprise Event Hub; Approval group: Incident-Mgmt-Consumer-Analytics-L2-APPRV; Managed by: Ranjith Kp; Support group: ICD-Public-Cloud-Platform; Manufacturer/Vendor: ; Short Description: Event Hub
Service to enable the capture, persistence and publication of data streams and events for ; Assigned to: ; Business criticality: Tier 2; Class: Business Service; Comments: CI updated as per: RITM002938345; Consumer type: ; Created by: ezhai301; Domain: global; Managed By Group: ; Parent: Modern Data Platform - Event Hub; Problem Manager Group: ProblemManager_APS-PROB; Problem Owner Group: DataWarehouseApps-PROB; Product Owner Executive: ; Product Owner: ; Revenue Impact: Revenue Generating; Service Executive : Grace Chorey; Service Owner: Grace Chorey; Service Team: Application Production Support; Supported by: Robert Campbell; Updated by: rcamp253",220,967
BSN0002795,Monitors,,LAW-SOS-APPRV-AMER,David Sanders,LAWSOS-Support-AMER,,LAWSOS,,Tier 5,Business Service,,Internal,ijess202,global,,,,,,,,Gerald Nguyen,David Sanders,,,ijess202,CI ID: BSN0002795; Name: Monitors; Alias: ; Approval group: LAW-SOS-APPRV-AMER; Managed by: David Sanders; Support group: LAWSOS-Support-AMER; Manufacturer/Vendor: ; Short Description: LAWSOS; Assigned to: ; Business criticality: Tier 5; Class: Business Service; Comments: ; Consumer type: Internal; Created by: ijess202; Domain: global; Managed By Group: ; Parent: ; Problem Manager Group: ; Problem Owner Group: ; Product Owner Executive: ; Product Owner: ; Revenue Impact: ; Service Executive : Gerald Nguyen; Service Owner: David Sanders; Service Team: ; Supported by: ; Updated by: ijess202,154,968
CI000553758,Monthly Power Readings,,ICD-Enterprise-Systems-Infrastructure-APPRV,Saket Goenka,ICD-Enterprise-Systems-Smart Hands,,Use this service to request Monthly Power Readings - REPORT.,,3 - less critical,Business Service,Imported by rthomas,,rthomas@runbox.com,global,,,,,,,,Adnan Haq,FNU Danniel Greendige Philips,Infrastructure – IaaS,,snair009,CI ID: CI000553758; Name: Monthly Power Readings; Alias: ; Approval group: ICD-Enterprise-Systems-Infrastructure-APPRV; Managed by: Saket Goenka; Support group: ICD-Enterprise-Systems-Smart Hands; Manufacturer/Vendor: ; Short Description: Use this service to request Monthly Power Readings - REPORT.; Assigned to: ; Business criticality: 3 - less critical; Class: Business Service; Comments: Imported by rthomas; Consumer type: ; Created by: rthomas@runbox.com; Domain: global; Managed By Group: ; Parent: ; Problem Manager Group: ; Problem Owner Group: ; Product Owner Executive: ; Product Owner: ; Revenue Impact: ; Service Executive : Adnan Haq; Service Owner: FNU Danniel Greendige Philips; Service Team: Infrastructure – IaaS; Supported by: ; Updated by: snair009,191,969
CI000009876,MOSAIC,,AHSMOSAIC-APPRV,Anne Jachimowski,AHSP2P-SUPPORT,,"Mosaic is an expense and project costing system used by corporate IT, Global Design, and HR for associate time tracking and to manage costs throughout a project.",,Tier 5,Business Service,CI updated as per: RITM002390512,,rthomas@runbox.com,global,,,,FinanceSystems-PROB,,,,Sanchita Sarkar,Anne Jachimowski,Corporate Systems,,jsamd056,"CI ID: CI000009876; Name: MOSAIC; Alias: ; Approval group: AHSMOSAIC-APPRV; Managed by: Anne Jachimowski; Support group: AHSP2P-SUPPORT; Manufacturer/Vendor: ; Short Description: Mosaic is an expense and project costing system used by corporate IT, Global Design, and HR for asso; Assigned to: ; Business criticality: Tier 5; Class: Business Service; Comments: CI updated as per: RITM002390512; Consumer type: ; Created by: rthomas@runbox.com; Domain: global; Managed By Group: ; Parent: ; Problem Manager Group: ; Problem Owner Group: FinanceSystems-PROB; Product Owner Executive: ; Product Owner: ; Revenue Impact: ; Service Executive : Sanchita Sarkar; Service Owner: Anne Jachimowski; Service Team: Corporate Systems; Supported by: ; Updated by: jsamd056",200,970
CI000009877,MOSAIC - Dev,,AHSMOSAIC-APPRV,Anne Jachimowski,AHSP2P-SUPPORT,,"Mosaic is an expense and project costing system used by corporate IT, Global Design, and HR for associate time tracking and to manage costs throughout a project.",,4 - not critical,Business Service,,,rthomas@runbox.com,global,,,,FinanceSystems-PROB,,,,Sanchita Sarkar,Anne Jachimowski,Corporate Systems,,jsamd056,"CI ID: CI000009877; Name: MOSAIC - Dev; Alias: ; Approval group: AHSMOSAIC-APPRV; Managed by: Anne Jachimowski; Support group: AHSP2P-SUPPORT; Manufacturer/Vendor: ; Short Description: Mosaic is an expense and project costing system used by corporate IT, Global Design, and HR for asso; Assigned to: ; Business criticality: 4 - not critical; Class: Business Service; Comments: ; Consumer type: ; Created by: rthomas@runbox.com; Domain: global; Managed By Group: ; Parent: ; Problem Manager Group: ; Problem Owner Group: FinanceSystems-PROB; Product Owner Executive: ; Product Owner: ; Revenue Impact: ; Service Executive : Sanchita Sarkar; Service Owner: Anne Jachimowski; Service Team: Corporate Systems; Supported by: ; Updated by: jsamd056",193,971
CI000009878,MOSAIC - Test,,AHSMOSAIC-APPRV,Anne Jachimowski,AHSP2P-SUPPORT,,"Mosaic is an expense and project costing system used by corporate IT, Global Design, and HR for associate time tracking and to manage costs throughout a project.",,4 - not critical,Business Service,,,rthomas@runbox.com,global,,,,FinanceSystems-PROB,,,,Sanchita Sarkar,Anne Jachimowski,Corporate Systems,,jsamd056,"CI ID: CI000009878; Name: MOSAIC - Test; Alias: ; Approval group: AHSMOSAIC-APPRV; Managed by: Anne Jachimowski; Support group: AHSP2P-SUPPORT; Manufacturer/Vendor: ; Short Description: Mosaic is an expense and project costing system used by corporate IT, Global Design, and HR for asso; Assigned to: ; Business criticality: 4 - not critical; Class: Business Service; Comments: ; Consumer type: ; Created by: rthomas@runbox.com; Domain: global; Managed By Group: ; Parent: ; Problem Manager Group: ; Problem Owner Group: FinanceSystems-PROB; Product Owner Executive: ; Product Owner: ; Revenue Impact: ; Service Executive : Sanchita Sarkar; Service Owner: Anne Jachimowski; Service Team: Corporate Systems; Supported by: ; Updated by: jsamd056",193,972
