"u_ci_id","name","u_alias","short_description","support_group","managed_by_group","u_product_owners","parent","u_service_team","u_problem_owner_group","u_problem_manager_group","u_service_executive","owned_by","managed_by","change_control","assignment_group","u_product_owner_exe","manufacturer","assigned_to","sys_domain","comments","busines_criticality","sys_class_name","consumer_type","sys_created_by","u_revenue_impact","supported_by","sys_updated_by"
"CI000948213","Syniverse","","Syniverse provides SMS_MO and SMS_MT services for Marriott which is used by the Meeting Services Application (MSA) and accessed through the Datapower SOA environment.

Note:  Third Party Vendor supported- new CI must be tagged as Managed by service provider","Meeting-ServicesApp(MSA)Syniverse-AHS-Support","","","","GO & Empower App Dev & Support","","ProblemManager_APS-PROB","John Whitridge","Dhrubajyoti Deka","","Meeting-ServicesApp(MSA)-APPRV","","","","","global","","3 - less critical","Business Service","","jbhow340","None","","cspha088"
"CI027293524","Sertifi eAuthorize","","3rd Party Payments Web Application

Requested by Shastri Maraj on 10/30/18 as part of RITM000697144 ","Sertifi-Support","","","","Corporate Systems","","","Jayesh Amdekar","Anne Jachimowski","Himabindu Tripuraribhatla","Sertifi-APPRV","","","Sertifi","","global","","2 - somewhat critical","Business Application","","jbhow340","None","","cspha088"
"CI000539553","M-DAM","","MDAM Support","Tier-1-Technical-Support-EG","","","","","","","Geoffrey Renaldo","Christine Lawrence-Bell","Bruce Nguyen","Global Service Desk-APPRV","","","","","global","","4 - not critical","Business Service","","rthomas@runbox.com","None","","cspha088"
"CI000539569","Onity","","Vendor","Tier-1-Technical-Support-EG","","","","","","","","","Bruce Nguyen","Global Service Desk-APPRV","","","","","global","","4 - not critical","Business Service","","rthomas@runbox.com","None","","cspha088"
"CI000539622","Virtual Concierge","","Vendor","Tier-1-Technical-Support-EG","","","","","","","Steven Marino","William Stewart","Bruce Nguyen","Global Service Desk-APPRV","","","","","global","","4 - not critical","Business Service","","rthomas@runbox.com","None","","cspha088"
"CI067453330","Tier 0 - Tenable","","","Service Desk-ENG-L1","","","","","","","Kristin Harding","Allison Cantrell","Bruce Nguyen","Global Service Desk-APPRV","","","","","global","","2 - somewhat critical","Business Application","","hmcon148","None","","cspha088"
"CI000007929","Full Service PMS (FSPMS)","FSPMS","Top 25 = Yes Revenue Generating = Yes","PMS-FSPMS-Help-Desk-Support","","","","GO & Empower App Dev & Support","","ProblemManager_APS-PROB","Jared Spindler","Nicholas Bulmer","William Amland","PMS-FSPMS-TECHNICAL-HELP-DESK-SUPPORT-APPRV-US-CAN","","","","","global","CI updated as per: RITM002559219","1 - most critical","Business Service","","kabinaya","Revenue Generating","","cspha088"
"CI006510572","FTP Service for vendor 24/7","","vendor (24/7) for the CESS IVR Project  (owned by Omaha Reservations Center database team)
Requested by :  David Hilliard of the CEC-IS-Data-Support team.","CEC-Database-Support","","","","","","","Adnan Haq","Saket Goenka","","CEC-Product-Services-APPRV","","","","","global","","2 - somewhat critical","Business Service","","ezhai301","None","","cspha088"
"CI066246891","InfoPrint Manager","","","ICD-Private-Cloud-Platform","","","","","","","","Adnan Haq","Kevin Schumacher","ICD-Private-Cloud-APPRV","","","","","global","","Tier 4","Business Application","","nurma429","None","","cspha088"
"CI081954620","Certificate Compliance Management","","Security Compliance Management integration with MAARK1 for certificate notification and support.","MAARK-Support","","","","GIS","","","Kevin McCarty","Hiranya Maru","Mark Hurley","","","","","","global","","4 - not critical","Business Service","","ijess202","None","","cspha088"
"CI001750691","NetBrain","","Network Discovery - Output includes topology and network design
Dynamic Network Mapping
Network Diagrams in MS Visio
Traffic Path Analysis
Historical Analysis","Network-SRE-Ops","","","","Infrastructure – Network","InfrastructureNetworkOperations-PROB","","Matthew Barczak","Navneet Agarwal","Nithyanadhan Ranganathan","Network-DevOps-SRE-Ops-APPRV","","","","","global","","3 - less critical","Business Service","","qdtra087","None","","cspha088"
"CI000539594","Security Key","","Service Desk","Infrastructure-Security-Support","","","","GIS","","","Kristin Harding","Aaron Hahn","Aaron Hahn","Infrastructure-Security-APPRV","","","","","global","","4 - not critical","Business Service","","rthomas@runbox.com","None","","cspha088"
"CI000539627","VPN - Gaylord","","IRFA","Tier-1-Technical-Support-EG","","","","","","","","Michael Kruk","Bruce Nguyen","Global Service Desk-APPRV","","","","","global","","4 - not critical","Business Service","","rthomas@runbox.com","None","","cspha088"
"CI080281795","Information Security ","","US/Canada - On Property Support - Information Security","Service Desk-ENG-L1","","","","US/Can - iT Support","","","David Samuel","David Samuel","Bruce Nguyen","GWS-Conf&Collab-APPRV","","","","","global","","2 - somewhat critical","Application Service","","ijess202","None","","cspha088"
"CI080281232","Camera System","","US/Canada - On Property Support - Camera System","Service Desk-ENG-L1","","","","US/Can - iT Support","","","David Samuel","David Samuel","Bruce Nguyen","GWS-Conf&Collab-APPRV","","","","","global","","2 - somewhat critical","Application Service","","ijess202","None","","cspha088"
"CI000010833","MI Connector","","","CEC-Lead-Desk-Support","","","","","","","Matthew Barczak","Allen Shen","","CEC-Product-Services-APPRV","","","","","global","","1 - most critical","Business Service","","rthomas@runbox.com","None","","cspha088"
"CI059159113","Idera Precise Application Support ","","","Tools-Engineering","","","","","","","Adnan Haq","Adnan Haq","Satchithanantham Radhakrishnan","ICD-Private-Cloud-Platform-APPRV","","","","","global","","2 - somewhat critical","Business Service","","hmcon148","None","","cspha088"
" lnxprd0650","Opera Oracle Hospitality System (Hosted)","GPMS","","OPERA-Enterprise-Integrations-Support","","","","GO & Empower App Dev & Support","Simphony-OracleHospitality-PROB","ProblemManager_APS-PROB","John Whitridge","John Whitridge","Paula Scheiner","Opera-Oracle-Hospitality-APPRV","","","","","global","","4 - not critical","Business Service","","kabinaya","None","","cspha088"
"CI007623119","SLAM","","","Tools-Engineering-Automation-HGT-Support","","","","Infrastructure – PaaS","","","Adnan Haq","Adnan Haq","","ICD-Private-Cloud-Platform-APPRV","","","","","global","","2 - somewhat critical","Business Application","","ezhai301","None","","cspha088"
"CI000539152","Timesheet Professional","","","Service Desk-ESP-L1","","","","","","","Brian Miller","Bruce Nguyen","Bruce Nguyen","Global Service Desk-APPRV","","","","","global","","4 - not critical","Business Service","","rthomas@runbox.com","None","","cspha088"
"CI000007764","Learning Plan (LPT)","","Build a Learning Plan should be used to create required training plans for all new associates on-property.

Many on-property staff have multiple roles and now with the Build a Learning Plan tool, associates will be able to select multiple criteria to receive a personalized list of required training items. Build a Learning Plan can be used by associates to create their own learning plans as well as managers to create plans for others.

To make completing the training easy, the required training items will link directly to myLearning and can be accessed via mobile devices. Learning plans can be emailed or saved as PDFs to allow for ongoing reference and easy sharing.","mhubHR-ITMarriott-Support","","","","Corporate Systems","GT-HR-PROB","","","Scott Wistner","Divya Shahani","mhubHR-ITMarriott-APPRV","","","C2 Technologies","","global","","3 - less critical","Business Service","","kabinaya","None","","cspha088"
"CI070207103","Confluence ","","DevOps Confluence service","ICD-DevOps-Support","","","","","ICD-DevOps-PROB","","Adnan Haq","Siva Ginjupalli","Jonathan Schiff","ICD-DevOps-APPRV","","","","","global","","2 - somewhat critical","Business Application","","hmcon148","None","","cspha088"
"CI056102495","Artifactory","","","ICD-DevOps-Support","","","","Infrastructure – IaaS","","","Adnan Haq","Siva Ginjupalli","","ICD-DevOps-APPRV","","","","","global","","2 - somewhat critical","Business Service","","ezhai301","None","","cspha088"
"CI000553747","Network Performance Management","","Provide New information and reports that relate to the flow of information between End Users and Applications, including route paths and latency.","Network-Datacenter-Cloud-Ops","","","","Infrastructure – Network","","","Matthew Barczak","Sishith Asok Ramvilla","","Network-DevOps-SRE-Ops-APPRV","","","","","global","Imported by rthomas","3 - less critical","Business Service","","rthomas@runbox.com","None","","cspha088"
"CI085850030","Splunk Cloud ","","","ENTSECLOGGING-Support","","","","","","","Kristin Harding","Darnell Horton","Darnell Horton","ENTSECLOGGING-APPRV","","","","","global","","2 - somewhat critical","Business Service","","hmcon148","None","","cspha088"
"CI001062924","Actuate","","Providing support for the Actuate product.","Service Desk-IDP","","","","","","","","Lovell Elliott","Bruce Nguyen","Service Desk-IDP-APPRV","","","","","global","","4 - not critical","Business Service","","rthom260","None","","cspha088"
"CI000539160","Turbo ChefComm","","Applied Systems Marketing Support; TurboChef Support","Service Desk-ESP-L1","","","","","","","","","Bruce Nguyen","Global Service Desk-APPRV","","","","","global","","4 - not critical","Business Service","","rthomas@runbox.com","None","","cspha088"
"CI000007766","MobileCoach","","Mobile text messages and reminders up to 90 days after a learning course has been completed.","mhubHR-ITMarriott-Support","","","","","GT-HR-PROB","","Naveen Manga","Scott Wistner","Scott Wistner","mhubHR-ITMarriott-APPRV","","","","","global","","3 - less critical","Business Service","","kabinaya","None","","cspha088"
"CI062353363","FSPMS – Non Supported","","","PMS-FSPMS-Help-Desk-Support","","","","","","","Jared Spindler","Nicholas Bulmer","William Amland","PMS-FSPMS-APPRV-AMER","","","","","global","CI updated as per: RITM002559247","4 - not critical","Business Service","","hmcon148","None","","cspha088"
"CI043305002","Application LifeCycle Management (ALM)","PCALM","","ICD-DevOps-CD","","","","Infrastructure – PaaS","","","Adnan Haq","Adnan Haq","","ICD-Private-Cloud-Platform-APPRV","","","","","global","","3 - less critical","Business Application","","ezhai301","None","","cspha088"
"CI000553739","Above Property LAN Services","","Add support services to above-property locations as required to install, maintain and decommission equipment and software to support above property business Applications.","Network-Datacenter-Cloud-Ops","","","","Infrastructure – Network","","","Matthew Barczak","Allen Shen","","Network-Datacenter-Cloud-Ops-APPRV","","","","","global","Imported by rthomas","3 - less critical","Business Service","","rthomas@runbox.com","None","","cspha088"
"CI080281727","Golf (POS)","","US/Canada - On Property Support - Golf (POS)","Service Desk-ENG-L1","","","","US/Can - iT Support","","","David Samuel","David Samuel","Bruce Nguyen","GWS-Conf&Collab-APPRV","","","","","global","","2 - somewhat critical","Application Service","","ijess202","None","","cspha088"
"CI002905606","Room Wizard","IT RUN Support","Managed by Corporate Facilities.  Room Wizard is the application that controls the conference rooms in the lobby at HQ. ","IT-RUN-Support","","","","","","","","John Hart","Joaquin Ballestero","IT-RUN-APPRV","","","","","global","","2 - somewhat critical","Business Service","","rthom260","None","","cspha088"
"CI059375768","Glassbox","","","AID-Monitoring-and-Performance-Management-Support","","","","","AID-Monitoring-and-Performance-Management-PROB","","Jayesh Amdekar","Jayesh Amdekar","Dan Smith","AID-Monitoring-and-Performance-Management-APPRV","","","","","global","","Tier 4","Business Application","","kratn364","None","","cspha088"
"CI059019050","CA Broadcom Tools","","","ICD-Mainframe-Platform-Support","","","","","","","","John Klonaris","John Klonaris","ICD-Mainframe-Platform-APPRV","","","","","global","","2 - somewhat critical","Business Application","","nurma429","None","","cspha088"
"CI000553727","Mainframe DB2","","Use this service to request basic database tasks associated with Mainframe, e.g., running a reorg, running an image copy, or scheduling/maintenance of DB scripts, etc. - Mainframe.
2/26/20 - Name change from ""Mainframe DB"" to ""Mainframe DB2"" requested by John Klonaris through Janet Lyons.","ICD-Mainframe-Platform-Support","","","","Infrastructure – Mainframe Services","","","John Klonaris","John Klonaris","John Klonaris","ICD-Mainframe-Platform-APPRV","","","","","global","Imported by rthomas","2 - somewhat critical","Business Service","","rthomas@runbox.com","None","","cspha088"
