"name","u_company","manager","u_group_category","description","vendors","u_location","u_location.company","sys_id"
"Asset-Mgmt-HW-Workspace-Quality","Marriott","James Hock","Assignment","Group provides access to Hardware Asset Workspace and additional hardware asset functions and data needed by users such as product owners and data analysts.","","","","dcf85911c3d89e50d5e6963ce001319f"
"Asset-Mgmt-SW-Support-APAC","Marriott","Boon Seng Khor","","Software Asset Manager - APAC","","","","7e363a78db75fc9036bf9e74f39619cb"
"Asset-Mgmt-SW-Support-CALA","Marriott","Arnaldo Impelizieri","","Software Asset Manager - CALA","","","","46067a38db75fc9036bf9e74f39619f6"
"Asset-Mgmt-SW-Support-Corporate-Global Technology Procurement","Marriott","Sandra Thomas","","Software Asset Manager - Corporate-Global Technology Procurement","","","","b5753638db75fc9036bf9e74f396190d"
"Asset-Mgmt-SW-Support-EMEA","Marriott","Nick Whiteside","","Software Asset Manager - EMEA","","","","ada5b278db75fc9036bf9e74f3961986"
"Asset-Mgmt-SW-Support-IT-GWS","Marriott","Sandra Thomas","Assignment","This group will contain members of IT and GWS that need access to certain software asset mgmt capabilities: add,change/view software usage that is returned from the Saas integrations, run reports, view the software workbench","","","","dcdcd6e1db680594f04d4e8a1396192f"
"Asset-Mgmt-SW-Support-US/Canada/Central Services","Marriott","Herbert Vogel","","Software Asset Manager - US/Canada/Central Services","","","","c9863e38db75fc9036bf9e74f396197e"
"Asset-Mgmt-SW-Workspace-Quality","Marriott","Sandra Thomas","Assignment","Group provides access to Software Asset Workspace and additional software asset functions and data needed by users such as product owners and data analysts.","","","","2b522be197d09610f461b71de053afbc"
"ATLAS-Enhanced-Business-Partners-Support","Marriott","Megan Rusek","Assignment","The AE Business Partners are Operations Planning and Scheduling experts working mostly in market, directly in collaboration with hotels and above property leaders to support adoption and realize the full benefits ","","","","7c09c83ddb96b78400af5099dc961935"
"Atlas-Enhanced-Data-Science-Support","AHS","Gloria Santos","Assignment","Group that is responsible for overall health of the analytics components (algorithms) behind weekly volume forecasts and the labor management tool","","","","ddac4cabdbeefb00e753dc5b4b961989"
"Atlas-Enhanced-Design-Studio-Support","AHS","Ruchi Chaudhary","Assignment","This group will provide support for the Atlas Planner application (aka Design Studio).","","","","27625079db107748b74c3ede7c9619c4"
"ATLAS-Enhanced-End-to-End-Support","Marriott","","Assignment","group for ATLAS Enhanced Carpedia support team","","","","69090c3ddb96b78400af5099dc96199c"
"ATLAS-Enhanced-ETL-Support","AHS","Maricris Lopez","Assignment","group for ATLAS Enhanced ETL support team","","","","d3f8483ddb96b78400af5099dc961969"
"Atlas-Enhanced-Virtual-Assistant-Support","AHS","Sridhar Navath","Assignment","Support for the Virtual Assistant","","","","495ca4a8dbfe7b80c21d850d0b961990"
"ATLAS-mHUB-Payroll-Governance","Marriott","Megan Rusek","Assignment","Business Analyst Support queue for ATLAS Enhanced","","","","5db3d22adbb27b84cf21a1ac0b961986"
"ATLAS-Support-PROB","Marriott","Michele Kinchen","Assignment","New Group WFM-PAYROLL-Apps-PROBLEM will replace the old existing group ""HRBeneCompLMSPayrollApps-PROB""","","","","4e0a1335dbc7cc502e3a9345ca96195f"
"AuditBoardApp-Support-US-CAN","Marriott","Keri Day","Assignment","Group used for PKI/SSL certificate management and approval. Vendor AuditBoard the application is https://marriott.auditboardapp.com/login","","","","642ccdf41b784510e40acbbf034bcbe6"
"AUHAY-Support-MEA","Marriott","Noby Mathew","Assignment","SNOW for the property tickets","","","","e6291b1adbb4bf009e6f540adc961983"
"AUHLC-Support-MEA","Marriott","Dian Nugera","Assignment","This Group will be used for IT Ticketing purpose on the property Level","","","","cbbb6973db22541097cd09ccd396191d"
"Beta-Project-Support","Marriott","Danielle Martinez","Assignment","Designating Group for Beta Property Issues","","","","b1daaa3edb7b1c10a666c7991396198e"
"BEYLC-Support-MEA","Marriott","","Assignment","Local Service Now group will help the IT team in the property","","","","5192b65adbf3e384d25c3a4b7c96196d"
"Beyond-Trust-Remote-Support-Dev-US-CAN","Accenture","Anne Tarquinio","Assignment","Beyond Trust Remote Support is Marriott's Secure Remote Support Service for the Service Desk and other IT Service Team to assist any remote desktop.","","","","38155a7ddb1a49903de495fd8a96199d"
"Beyond-Trust-Remote-Support-Support-US-CAN","Marriott","Cherilyn Easterwood","Assignment","Beyond Trust Remote Support will become Marriott’s new secure remote support console for the Service Desk and other IT Service teams to assist any remote desktop, server, or mobile device. Support all systems over the web, on all platforms for consolidating and standardizing support to improve incident handling time and representative.","","","","e0c07da1db57381042e871f239961920"
"BeyondTrust-Remote-Sessions","Marriott","Cherilyn Easterwood","Security","This group is to provide read permissions to table u_beyondtrust_remote_sessions","","","","6c8ab2654732b1100ffff062736d430a"
"Bgate-Procurement-Support-AMER","Marriott","Joseph Bubser","Assignment","Support SSO and escalation of Bgate rebate procurement software","","","","d720aa84dbd6c050cf21a1ac0b961931"
"BI-RewardsApps-PROB","Marriott","James Overton Jr.","Assignment","Problem Owner group for the Marketing and Loyalty applications (Business Intelligence -BI, Marriott Rewards, and CIAM).","","","","c4775da1db7b7240d82838f0ad961970"
"BirchStreet-Gold-Standard--Europe-APPRV-EUR","BirchStreet","Patrick Stutz","Approval","BirchStreet-Gold-Standard. ","","","","d00a14d5dbf0c814cd5782ba0b961941"
"BirchStreet-Gold-Standard-Europe-Support-EUR","BirchStreet","Patrick Stutz","Assignment","BirchStreet-Gold-Standard-Europe-Support-EUR","","","","111ad8d5dbf0c814cd5782ba0b9619a9"
"Birchstreet-Support-PROB","BirchStreet","James Irwin","Assignment","Group to assign problem tickets to","","","","1e6bacdd47cfe1140ffff062736d4315"
"BISP-Approvals-for-Security-Engagements-APPRV-AMER","Marriott","Christopher Weindel","Approval","BISP-Approvals-for-Security-Engagements","","","","9b1f796ddbb88c1059ad13694b96197f"
"BJV41-Support-EMEA","Marriott","Tolga Battal","Assignment","Dear Team,
Could you change the name of the group name to IT-BJV41-Support-EMEA, please?
Thanks.
Regards.","","","","98bfdfd8978d91d06f20dea00153af5d"
"BMSC-Quality","Marriott","Brian Miller","Assignment","BMSC-Service-Now group request for remote hands to handle SSO certificate operations.","","","","2c45449947e50a98c8f6b4ae436d4335"
"BonvoyBoutiques-PROB","Accenture","Veda Madhusudan","Assignment","Problem Management for Bonvoy Boutiques platform powered by Salesforce Commerce Cloud and Order Management System","","","","6d2a07df83dedad08c1c51e0deaad3d2"
"BonvoyBoutiques-Support","Accenture","Veda Madhusudan","Assignment","Bonvoy Boutiques Support Group","","","","37e88b5b839edad08c1c51e0deaad343"
"BOSSI-SunSystems-APPRV","Marriott","Mohammed Junaid","Approval","approves all infrastructure changes affecting SunSystems and related add ons (B4B) on BOSSI","","","","d28959fedbabba00b3375e65ce9619b9"
"Bot-Management-Security-Changes-Support","Marriott","","Assignment","Support group used for Bot control changes (Akamai and Shape).","","","","18ced54adbcfa85407e373e1ba9619ac"
"Brand-Loyalty-Partnerships-APPRV-CALA","Marriott","","Approval","Approvals and requests related to Brand Loyalty and Partnerships team","","","","e2d996e4db3e78104c04eba81396194d"
"Brand-Loyalty-Partnerships-Support-CALA","Marriott","Nicolas Pablo Franco","Assignment","Support group for the Brand, Loyalty, Partnership and Portfolio Marketing Team in CALA to streamline process regarding certificates, domains, etc.","","","","10b396f0db40411007e373e1ba961986"
"brands-at-a-glance-APPRV-US-CAN","Marriott","Danielle Yingling","Approval","approval group for brands at a glance","","","","3566ba6697e151143bac72671153afda"
"brands-at-a-glance-Support-US-CAN","Marriott","Danielle Yingling","Assignment","provide technical support for brand at a glance","","","","8e1ab266976551143bac72671153af1e"
"BrandWorks--CLPG--SSO-Global-notification-US-CAN","Marriott","Rosel Moral","Notification","Group has been created for efficient communications across Marriott IT and business owners regarding changes to connectivity/SSO environments","","","","ab06c900db333058e0bf7324399619cf"
"BreakGlass-OFS-Admin-Quality","Marriott","Mark Howera","Assignment","This group will be used to control access to the ""future"" Break-Glass SNOW form: Approval Queue Management - OFS Only","","","","f39df26d978e86946f20dea00153aff9"
"Bridges-Support-US-CAN","Marriott","","Assignment","Marriott Bridges technical support","","","","01a07ddf1bc2891400b9cbb62a4bcb9f"
"Brilliant-Recognition-Platform-Support","Marriott","Michael Nassar","Assignment","To support Brilliant Recognition Platform","","","","7396becadb4741d0db6e176a48961977"
"BT-CIRT-APPRV","Accenture","Anne Tarquinio","Approval","Members of this group approves global level BeyondTrust Remote Support access for the CIRT Team","","","","78becd8847a0e1985ddbe6b5536d43be"
"BT-ContinentLead-APPRV","Accenture","Anne Tarquinio","Approval","Members of this group approves continent/regional BeyondTrust Remote Support level access for ITFA's/SM's","","","","0b3f894c47a0e1985ddbe6b5536d4328"
"BT-ExecSupport-APPRV","Accenture","Anne Tarquinio","Approval","Members of this group approves BeyondTrust Remote Support access for the Executive Support Team","","","","2c6ec5c447a0e1985ddbe6b5536d4382"
"BT-FreedomPay-APPRV","Accenture","Anne Tarquinio","Approval","Members of this group approves BeyondTrust Remote Support access for the FreedomPay App Support Team","","","","c35d01484760e1985ddbe6b5536d4375"
"BT-GlobalSD-APPRV","Accenture","Anne Tarquinio","Approval","Members of this group approves global level BeyondTrust Remote Support access for the Service Desk","","","","5e1f814c47a0e1985ddbe6b5536d4347"
"BT-OPERA-APPRV","Accenture","Anne Tarquinio","Approval","Members of this group approves BeyondTrust Remote Support access for the Opera Server Support Team","","","","44ad89c84760e1985ddbe6b5536d437d"
"BT-POS-APPRV","Accenture","Anne Tarquinio","Approval","Members of this group approves BeyondTrust Remote Support access for the POS App Support Team","","","","041ec54047a0e1985ddbe6b5536d4319"
"BT-ProductTeam-APPRV","Accenture","Anne Tarquinio","Approval","Members of this group approves global level BeyondTrust Remote Support access for Enginering Teams and Continent Leads","","","","5dfe410c47a0e1985ddbe6b5536d43cd"
"BTO-Deployment-DO-NOT-USE","Marriott","Ben Misener","Assignment","DO NOT USE","","","","1cb30d73939a12906b1b36919dba106c"
"BTO-Deployment-Support","Marriott","Tonya De Felice","Assignment","DO NOT USE THIS GROUP - FOR MGP BTO DEPLOYMENT LEADERSHIP ACCESS TO SERVICENOW MAIN UI ONLY","","","","df8e22fb8738ced0311333373cbb35ad"
"BTO-Deployment-Support-APPRV","Marriott","Tonya De Felice","Approval","APPRV group for DTT-BTO-Deployment-Support and associated Business Services/Impacted Applications to support Deployment","","","","e76f5536931a9a54a91fb8597bba102a"
"BTO-TEST-Deployment-Support","Marriott","Ben Misener","Assignment","DO NOT ASSIGN - This is a group used for ticket testing only.","","","","7f097537839f5a107edd5ddfeeaad3ae"
"Build-PMO","Marriott","Meagan Moran","Assignment","Group for Build PM during Phase 2","","","","becfaa51db03cb88f6dbd2c75e961915"
"Bus-App-PMS-Access-CTS-Support","Cognizant","Irwin Lester Belen","Assignment","Group responsible for processing concerns regarding accesses to PMS Applications and Business Applications","","","","c84257b147eb6dd49df0cab2846d43fd"
"Bus-App-PMS-Access-CTS-Support-Chat","Marriott","Irwin Lester Belen","Assignment","Bus-App-PMS-Access-CTS-Support-Chat","","","","96fbce93978c1e5004953f7c1253af69"
"Bus-App-PMS-Requests-Fulfillment-CTS","Cognizant","Irwin Lester Belen","Assignment","Group responsible for processing New and Modification rate offer requests, MARSHA Access and Credit Card Exception Requests ","","","","fa92d1da479e61d0b5bcf892736d43af"
"Business Application Owners","Marriott","Ian Jessop","Security","Business Application owners that will have a very specific role (sn_cmdb_user or sn_cmdb_editor) related to SCOUT data certification.
","","","","ca8a0ba183a996908818ff647daad36e"
"Business-Intel-Support","Marriott","Martin Jaeger","Assignment","to create a business group so that business intelligence team can receive incident support ticket","","","","e82559b3939b4e503e2efec01bba1086"
"Business-One-Yield-Total-Yield-Support-AMER","Marriott","Jason Lupton","Assignment","Business partners within the One Yield and Total Yield business function have shown interest in being able to access the main U/I screens.  This will allow them to run reports on open tickets, read through the history of a ticket they are being asked about (by user, or leader, or tier I support), etc.","","","","09d2e899db9fc380f6dbd2c75e961958"
"Business-Process-Governance-Support","Marriott","Deborah Whalen","Assignment","Security and Governance approval and fulfillment","","","","6e8999fedbabba00b3375e65ce961909"
"Business-RM-Field-Support-Support","Marriott","Dawn Ulman","Assignment","This business team will provide review and authorization to Suite Night Awards requests","","","","4be3de43db50a70473f879ea8c9619a9"
"Business-Services-Support","Marriott","Keenan Riddle","Assignment","Business-Services-Support","","","","11b1211a1b373010b7bf10ad2d4bcb09"
"Business-Transformation-Portal-Mission-Control-APPRV-US-CAN","Marriott","Yajvinder Batra","Approval","Business-Transformation-Portal---Mission-Control-Support is set-up for deployments of the front-end code to the Business-Transformation-Portal---Mission-Control application","","","","e21cdc4c93452250633bbf2a6aba100a"
"Business-Transformation-Portal-Mission-Control-Escalation-notification-US-CAN","Marriott","Yajvinder Batra","Notification","This is an Escalation group for any P1, P2 production issues for Mission Control application","","","","6578732a93516294633bbf2a6aba10d8"
"Business-Transformation-Portal-Mission-Control-Support","Marriott","Yajvinder Batra","Assignment","Business-Transformation-Portal---Mission-Control-Support is set-up for deployments of the front-end code to the Business-Transformation-Portal---Mission-Control application","","","","75a3f84b47075e509709da2c016d4334"
"C&WPSE-APPRV","Marriott","Heather Faulbaum","Approval","Work Place Cmputing approval group","","","","17741c25dbaf1fc825380114b9961992"
"C&WPSE-L4-Escalation-Support","Marriott","Susan Sanchez","Assignment","Work Place Computing Level 4 escalation","","","","c0fd40e5db671788ee394b9f29961950"
"C&WPSE-Product-Selection-&-Solution-Design-Support","Marriott","Susan Sanchez","Assignment","Work Place Computing Solution and Design","","","","729e8065dba71788ee394b9f299619c0"
"Cadency-ReconNet-User-Access-Request-Support","AHS","Saroj Singh","Assignment","Maintain access for Cadency and ReconNet application","","","","69a87cf897e7bd9800e7f1021153af4b"
"CAIXA-Support-EMEA","Marriott","Ibrahim Mohamed","Assignment","support property requests","","","","7fc2237a1b7c3c50b7bf10ad2d4bcbfc"
"CALA-DTT-CC-CUTOVER-TRIAGE","Accenture","Ben Misener","Assignment","This group is to be used for the DTT Deployment:  DTT Launch-Cutover Triage for CALA","","","","da9a013f33e916108a4e8d055d5c7bbe"
"CALA-DTT-CC-PRECUTOVER-TRIAGE","Accenture","Ben Misener","Assignment","This group is to be used for the DTT Deployment:  DTT Launch-Precutover Triage for CALA","","","","30d72c6bc3651e1054e33fca050131c5"
"CALA-DTT-PREPARE-TRIAGE","Accenture","Ben Misener","Assignment","This group is to be used for the DTT Deployment:  DTT Prepare Triage for CALA","","","","2f58d8a3c3a11e1054e33fca050131cc"
"CALA-DTT-READY-TRIAGE","Accenture","Ben Misener","Assignment","This group is to be used for the DTT Deployment:  DTT Ready Triage for CALA","","","","bb2690ebc3211e1054e33fca05013118"
"CALA-regiopn-PBI-error-handling-Support","Accenture","Anthony Shaley","Assignment","provide CALA region support for owner and franchise companies and MI hq users for PBI reporting","","","","b6a919e987419614417f8774dabb35e1"
"CALA-Rev Mgmt Contient Operations-Support","Marriott","Gabriel Maldonado","Assignment","During integration, I had access to view open SNOW tickets for the region.  That access was recently taken away and now our support team has no visibility into CALA issues.  Having this group would allow us to support our hotels by better understanding the volume and types of open issues and understanding what may need additional escalation through our HQ teams.  Approval and support from the CALA VP of Revenue Management is attached.","","","","33d91f22dbe930503de495fd8a96190b"
